;kurz;source_domain;title;match;match_long;type
26836;HansHuckebein;www.mengede-intakt.de;"Kulturelle Veranstaltungsreihe im ""Burghof"" in Mengede wird im neuen Jahr fortgesetzt : MENGEDE: InTakt! Kulturelle Veranstaltungsreihe im ""Burghof"" in Mengede wird im neuen Jahr fortgesetzt : MENGEDE: InTakt!";Moritz“, „Hans Huckebein“ oder „Da;"lassen. (K.N.)
Wer kennt ihn nicht, den Schöpfer der Bildergeschichten „Max und Moritz“, „Hans Huckebein“ oder „Das Bad am Samstagabend“? Die Fangemeinde von Wilhelm Busch (1832-1908) ist so gro";meta
117817;HansHuckebein;madeinbocholt.de;23. Januar 2020 | Made in Bocholt;Moritz”, “Hans Huckebein” oder “Di;"nn der […]
Wilhelm Busch Abend in Raesfeld-Erle
Kreis Borken/Raesfeld. “Max und Moritz”, “Hans Huckebein” oder “Die fromme Helene” – die Klassiker von Wilhelm Busch sind weltbekannt. Seine humor";meta
90858;HansHuckebein;digital.zlb.de;Adlershofer Zeitung Issue 2006, H.143/März - Digitale Landesbibliothek Berlin - Zentral- und Landesbibliothek Berlin;Pavillon „Hans Huckebein und seine;"dung zu den Veranstaltungen. Übrigens: Noch bis 31.3. kann man im Karl-Foerster-Pavillon „Hans Huckebein und seinen Verwandten“ begegnen (Di-Sa 11-16 Uhr, So 10-16 Uhr). W.W.
60 von 100 Jahren i";Redewendung
111462;HansHuckebein;www.arsmundi.de;Busch, Wilhelm bei ars mundi - Die Welt der Kunst;"Tanzender Hans Huckebein"", Metallg";"derbuch der Welt...
Skulptur ""Max und Moritz"", Version in Kunstbronze
Skulptur ""Tanzender Hans Huckebein"", Metallguss
Wilhelm Busch: Skulptur ""Tanzender Hans Huckebein"", Metallguss 5.00 5 3
Wund";meta
218988;HansHuckebein;lewin-fischer.de;Wilhelm Busch - Hans Huckebein;"Titel Hans Huckebein
und ander";"Titel Hans Huckebein
und andere Bildergeschichten
Vorwort von Robert Dangers
[154] unpaginierte Seiten
dt. Ers";meta
179044;HansHuckebein;digital.zlb.de;Adlershofer Zeitung Issue 259.2015 - intranda GmbH;ab 7.11. „Hans Huckebein und seine; der VHS Pankow (Anmeldung unter Tel. 90295-1700). Im Ausstellungspavillon sind ab 7.11. „Hans Huckebein und seine Verwandten“ zu sehen. Die Ausstellung informiert über die Lebensweise der sechs;double
129180;HansHuckebein;www.presseorgane.de;BTB concept Presseorgane GmbH: Verteidigungsministerium;chner von Hans Huckebein, dem Ungl; liegt an mehreren Gründen. Zwei dieser Gründe sind, dass Wilhelm Busch, der Zeichner von Hans Huckebein, dem Unglücksraben, in Wiedensahl bei Wunstorf geboren worden war und dass die Flugschüle;meta
55342;HansHuckebein;literaturradiohoerbahn.com;"Lyrik: Wiedergehört - Wilhelm Busch ""Zu guter Letzt"" – Literatur Radio Hörbahn";chten wie Hans Huckebein und Die f;"glichte.
Wohl jeder kennt die Streiche von Max und Moritz. Auch die Bildergeschichten wie Hans Huckebein und Die fromme Helene sind immer noch in Erinnerung. Aber es gibt noch andere Seiten im W";meta
28403;HansHuckebein;www.ohrka.de;OHRKA e.V.: Die Hörbücher;d Moritz, Hans Huckebein und Das B;"aul Maar (15 Min.)
Elf van Maarten, gelesen von Oliver Rohrbeck (60 Min.)
Max und Moritz, Hans Huckebein und Das Bad am Samstagabend, drei Busch-Gedichte (20 Min.)
Nils Holgerssons wunderbare Re";meta
127040;HansHuckebein;www.scribd.com;Der neidische Handwerksbursch by Wilhelm Busch - Book - Read Online;"d Plum"", ""Hans Huckebein, der Ungl";"n zählen die Bildergeschichten ""Max und Moritz"", ""Die fromme Helene"", ""Plisch und Plum"", ""Hans Huckebein, der Unglücksrabe"" und die ""Knopp-Trilogie"". Viele seiner Zweizeiler wie ""Vater werden is";meta
728;HansHuckebein;lewin-fischer.de;Wilhelm Busch - Die fromme Helene;dem Band «Hans Huckebein» (rororo ;übertreffliche Art und seine unvergängliche Volkstümlichkeit sind auch seine in dem Band «Hans Huckebein» (rororo Nr. 188) zusammengefaßten Bildergeschichten Hans Huckebein - der Unglücksrabe, D;meta
41366;HansHuckebein;digitalmall.alstertal-einkaufszentrum.de;Das große farbige Wilhelm Busch Album | Alstertal-Einkaufszentrum, Hamburg;den Raben Hans Huckebein und all d;ider gar nicht so fromme Helene, die bösen Buben Max und Moritz, den likörliebenden Raben Hans Huckebein und all die anderen unsterblichen Figuren aus der spitzen Feder des begnadeten Zeichners ;meta
72188;HansHuckebein;www.reinhard-buerck.de;Meine kleine Puppenwelt - Nachrichten aus der Welt der Puppen;"der Grimm
Hans Huckebein Wilhelm B";"
Fipps, der Affe Wilhelm Busch
Frau Holle Gebrüder Grimm
Hänsel und Gretel Gebrüder Grimm
Hans Huckebein Wilhelm Busch
Hans im Glück Gebrüder Grimm
König Drosselbart Gebrüder Grimm
Legenden vom ";meta
10867;HansHuckebein;www.thalia.at;Gedichte und Bildergeschichten Kassette von Wilhelm Busch - Buch - 978-3-257-06560-2 | Thalia;e Helene, Hans Huckebein und Baldu;d so treffend wie je, und seine Bildergeschichten über Max und Moritz, die fromme Helene, Hans Huckebein und Balduin Bählamm (um nur einige zu nennen) haben auch im Manga-Zeitalter von ihrem Wit;meta
55080;HansHuckebein;www.bookrix.com;Search All - Hans Beimler;"elm Busch Hans Huckebein
Gustav Fa";"er Bürgerkrieg, Hans Beimler
Ulf Kreth Hans
Keywords: Jagd, Natur, Vernunft
Wilhelm Busch Hans Huckebein
Gustav Falke Hans Haunerland
Gustav Falke Hans Sporck";meta
201898;HansHuckebein;www.stadtverwaltung-seesen.de;Erläuterungen zu einzelnen Straßenbezeichnungen;"ene"" und ""Hans Huckebein"". Als Dic";"akterisierung. Berühmt wurden u. a. die Folgen ""Max und Moritz"", ""Die fromme Helene"" und ""Hans Huckebein"". Als Dichter schrieb Busch u. a. knappe Spruchgedichte von abgeklärter Lebensweisheit.
I";meta
57415;HansHuckebein;www.versand-as.de;Emanuel Geibel - Heroldsrufe;"es Lebens
Hans Huckebein der Unglü";"t (Cotta) 1871.
Übers Erkennen und Empfinden in der menschlichen Seele
Märchen des Lebens
Hans Huckebein der Unglücksrabe";meta
59048;HansHuckebein;www.jugend-wochenschrift.de;Simplicissimus · die historische Satirezeitschrift · Schlagwörter;esaurus) »Hans Huckebein, der Ungl;"Schlagwörter (Thesaurus) »Hans Huckebein, der Unglücksrabe«
Das gespannte Verhältniß in Berlin";meta
15435;HansHuckebein;webot.org;RABEN UND KRäHEN - Information;eschichte Hans Huckebein, der Ungl;schlacht inspirieren. Auch Wilhelm Busch verewigte literarisch in seiner Bildergeschichte Hans Huckebein, der Unglücksrabe die Gestalt eines Raben. Hexen und Zauberer vermögen sich u. a. auch in;meta
209939;HansHuckebein;digital.zlb.de;Adlershofer Zeitung Issue 2013, Januar = Nr.225 - intranda GmbH;"f; 27.1.: Hans Huckebein). Freitag";"chen; 13.1.: Wie man einen König heiratet; 20.1.: Der Fäustling und der Gugelhupf; 27.1.: Hans Huckebein). Freitags wird um 19 Uhr am 11.1. zur Theaterpremiere von „Carmenita, meine Romi“, dem 3";meta
25890;HansHuckebein;www.muk.uni-frankfurt.de;Goethe-Universität — ​​​​​​​Pressemitteilungen ​​​;gel sowie Hans Huckebein. Lauströe;Illustrationen sowie zahlreiche Skizzen zu Reineke der Fuchs, Der Hase und der Igel sowie Hans Huckebein. Lauströer, geboren 1979, hat an der an der Hamburger Hochschule für Angewandte Wissensch;meta
70190;HansHuckebein;www.s38-worms.de;Ergebnisse zu: Weiß | S38-Worms.de;gen Raben Hans Huckebein, der sich;, dem Schneider Böck und dem Lehrer Lämpel böse Streiche spielen? Oder den listigen Raben Hans Huckebein, der sich selbst gegen Hund und Katz zu wehren weiß und der gutmütigen Tante Lotte das Le;meta
178482;HansHuckebein;www.theaterhof19.de;Wilhelm-Busch-Abend;hen, über Hans Huckebein, dem Häsc;nd dargestellt. Es gibt viel zum Nachdenken, zum Schmunzeln und zum herzhaft Lachen, über Hans Huckebein, dem Häschen, oder dem Tanz von Fuchs und Gans. Auch darf natürlich Fipps, der Affe nicht;meta
215423;HansHuckebein;heimatreport.de;Wilhelm Busch-Abend - Heimatreport;itz” und “Hans Huckebein” – wer ke;edichten sorgt er für Lachen bei Jung und Alt. “Die fromme Helene”, “Max und Moritz” und “Hans Huckebein” – wer kennt sie nicht alle! Jedoch verbirgt sich hinter seinen Versen und Geschichten se;meta
213846;HansHuckebein;www.juergen-wegscheider.de;Eigene Produktionen | Schauspieler-Sprecher-Rezitator;itz” und “Hans Huckebein” – wer ke;edichten sorgt er für Lachen bei Jung und Alt. “Die fromme Helene”, “Max und Moritz” und “Hans Huckebein” – wer kennt sie nicht alle, jedoch verbirgt sich hinter seinen Versen und Geschichten se;meta
105451;HansHuckebein;www.eurobuch.de;9781233179008 - Fiktiver Vogel: Mythischer Vogel, Tux, Harpyie, Basilisk, L Wenadler, Road Runner Und Wile E. Coyote, Die V Gel, PH Nix, Daffy Duck, G: Mythischer ... Weltenbaum, Der goldene Vogel, Hræsvelgr - Quelle: Wikipedia;k, Greif, Hans Huckebein, der Ungl;silisk, Lowenadler, Road Runner und Wile E. Coyote, Die Vogel, Phonix, Daffy Duck, Greif, Hans Huckebein, der Unglucksrabe, Vedrfolnir, Adler am nordischen Weltenbaum, Der goldene Vogel, Hraesve;meta
209879;HansHuckebein;alive-ag.de;Wilhelm Busch: Hans Huckebein - erzählt von Theo Lingen | Gesamtkatalog | alive-ag.de;lm Busch: Hans Huckebein - erzählt;"Wilhelm Busch: Hans Huckebein - erzählt von Theo Lingen
Inhaltsangabe: Hans Huckebein, der Unglücksrabe ist eine der bekanntesten Geschichten Wilhelm... mehr
Produktinformatio";meta
49853;HansHuckebein;www.heinrich-zille.net;News | Akademie der Künste, Berlin;"lm Busch: Hans Huckebein.
Das Pust";"ht ...“:
Ein Kinderbuch aus der Bibliothek
Handschrift von Anna Seghers in Wilhelm Busch: Hans Huckebein.
Das Pusterohr. Das Bad am Samstag Abend, 20. Aufl., Stuttgart u.a., o.J.
Wie lernte Anna";meta
115037;HansHuckebein;www.vasilov.eu;Märchen mit aufklärender Wirkung - Vasilov;lum“ und „Hans Huckebein“. Viele w;x und Moritz erschaffen. Er schrieb auch noch „Die fromme Helene“, „Plisch und Plum“ und „Hans Huckebein“. Viele weitere Werke folgten. Oft schrieb er satirisch über bestimmte Typen oder gar Ges;meta
173062;HansHuckebein;www.zimmererinnung-leipzig.de;Nutzungsbedingungen Newsletter - Zimmerer­innung Leipzig;"mber 2019 Hans Huckebein
Allgemein";"22. April 2014 4. Dezember 2019 Hans Huckebein
Allgemeine Nutzungsbedingungen für den Newsletter der Zimmererinnung für den Kammerbezirk";Name
119976;HansHuckebein;www.avelarte.de;Repertoire – Seite 2;ne« oder »Hans Huckebein«, die vie;uen sich aber auch seine Welt- und Menschheitssatiren, wie etwa »Die fromme Helene« oder »Hans Huckebein«, die viele Menschen bis heute erheitern und ihren Zitatenschatz bereichern, ungebrochene;meta
171215;HansHuckebein;www.exlibris.ch;Deutscher Comic (Werk) - - Buch kaufen | Ex Libris;on, Knax, Hans Huckebein, der Ungl;dags, Captain Future, Die Götter aus dem All, Der Virtuos, Werner, Nick Knatterton, Knax, Hans Huckebein, der Unglücksrabe, Provi Stars, Vater und Sohn, Die Wolke, Der Geburtstag oder die Partik;meta
128406;HansHuckebein;images.sub.uni-goettingen.de;Varia - GDZ;"rau Knopp
Hans Huckebein, der Ungl";"Leipzig; Stuttgart 1
Herr und Frau Knopp
Hans Huckebein, der Unglücksrabe";meta
91635;HansHuckebein;www.trueten.de;Friedensgruppen fordern Untersuchung des Fall Aguayo durch die deutsche Bundesregierung | trueten.de;rg, Lokal Hans Huckebein, Textorst;"gebung zum Prozessauftakt, 8.30 Uhr bis 11 Uhr
Di., 6. März, ab 20 Uhr in Würzburg, Lokal Hans Huckebein, Textorstr. 5: Gespräch mit US-FriedensaktivistInnen und Mitgliedern der Familie Aguayo
i";Name
176193;HansHuckebein;www.schultreff.de;Busch, Wilhelm;"tz
- 1870 Hans Huckebein
- 1872 Di";"ch schon zu seinen Lebzeiten war.
Zu seinen Werken gehören :
- 1865 Max und Moritz
- 1870 Hans Huckebein
- 1872 Die fromme Helene
- 1874 Die Kritik des Herzens
- 1879 Fipps der Affe
- 1884 Maler";meta
32917;HansHuckebein;www.aerzteblatt.de;Medien: Der Comic als Kunstform am Beispiel der Epilepsie;tz, Fips, Hans Huckebein und viele;ren des berühmten Wilhelm Busch (1832–1908). Dessen Geschichten von Max und Moritz, Fips, Hans Huckebein und vielen anderen erfreuen sich bis heute weltweiter Beliebtheit und gelten als die erst;meta
103805;HansHuckebein;de.scribd.com;Die Knopp Trilogie von Wilhelm Busch und Gerald Pichowetz - Hörbuch - Online anhören;tz“ oder „Hans Huckebein, der Ungl;"er der Bürger nicht Opfer handlungsstarker Plagegeister, wie es in „Max und Moritz“ oder „Hans Huckebein, der Unglücksrabe“ der Fall war, sondern durchgängig die handelnde Hauptperson.
Weitere H";meta
17621;HansHuckebein;www.abipur.de;Busch, Wilhelm (1832 - 1908) :: Hausaufgaben / Referate => abi-pur.de;t” (u.a. “Hans Huckebein, der Ungl;ch Beiträge für die Zeitschriften “über Land und Meer” und “Die illustrierte Welt” (u.a. “Hans Huckebein, der Unglücksrabe”) außerdem schreibt er für eine Imker Fachzeitschrift, deren Redakteur ;meta
144921;HansHuckebein;www.vemag-medien.de;Wilhelm Busch Die schönsten Geschichten für Kinder - VEMAG Verlags- und Medien Aktiengesellschaft;und Plum, Hans Huckebein und ander;"nschauen
Ein Klassiker der deutschen Kinderliteratur mit Max und Moritz, Plisch und Plum, Hans Huckebein und anderen
Die turbulenten und humorvollen Bildergeschichten von Max und Moritz, Plisch ";meta
26134;HansHuckebein;www.lovelybooks.de;Wilhelm Busch - Gesammelte Werke - Bildergeschichten, Märchen, Erzählungen, Gedichte: Max und Moritz, Die fromme Helene, Plisch und Plum, Hans Huckebein, ... u.a. (Gesammelte Werke bei Null Papier 13) von Wilhelm Busch bei LovelyBooks (Sachbuch);und Plum, Hans Huckebein, ... u.a.;"hten, Märchen, Erzählungen, Gedichte: Max und Moritz, Die fromme Helene, Plisch und Plum, Hans Huckebein, ... u.a. (Gesammelte Werke bei Null Papier 13)
stefanie_alexandra_wittgenstein
Schön, da";meta
50939;HansHuckebein;de.bookmate.com;Stippstörchen für Äuglein und Öhrchen, von Wilhelm Busch Online bei Bookmate lesen;und Plum, Hans Huckebein, der Ungl; der Bildergeschichten schuf er u. a. Max und Moritz, Die fromme Helene, Plisch und Plum, Hans Huckebein, der Unglücksrabe, die Knopp-Trilogie und weitere, bis heute populäre Werke.;meta
182984;HansHuckebein;www.aufklaerung21.de;Aufklärung im 21. Jahrhundert: Wilhelm Busch (1832-1908);und Plum, Hans Huckebein, der Ungl;Als Pionier des Comics schuf er u. a. Max und Moritz, Die fromme Helene, Plisch und Plum, Hans Huckebein, der Unglücksrabe, die Knopp-Trilogie und weitere, bis heute populäre Werke. Oft griff er;meta
157282;HansHuckebein;www.positiv-magazin.de;"""Das, warum Du dich bemühst, möge Dir gelingen … "" | positiv-magazin, positive nachrichten, glücklich sein";und Plum, Hans Huckebein, der Ungl;"n Werken zählen die Bildergeschichten Max und Moritz, Die fromme Helene, Plisch und Plum, Hans Huckebein, der Unglücksrabe und die Knopp-Trilogie.
Viele seiner Zweizeiler wie „Vater werden ist n";meta
95465;HansHuckebein;service.randomhouse.de;Wilhelm Busch, Rolf Hochhuth (Hrsg.) - Und die Moral von der Geschicht - Presse-Buchinfo;"welt wie ""Hans Huckebein“ und ""Die";"eschichte von Max und Moritz ist ein Klassiker, auch Satiren auf die Spießbürgerwelt wie ""Hans Huckebein“ und ""Die fromme Helene“ erfreuen sich ungebrochener Beliebtheit. Aber es gibt noch ander";meta
160561;HansHuckebein;hoergut-verlag.de;Busch, Wilhelm;"«, 1865; »Hans Huckebein, der Ungl";"Epigramms), die er treffsicher mit Bilderfolgen verband, z.B. in »Max und Moritz«, 1865; »Hans Huckebein, der Unglücksrabe«, 1867 oder »Die fromme Helene«, 1872, in denen er Spießbürgertum, Verl";meta
180767;HansHuckebein;hanauonline.de;Hanau Online - Bilderausstellung „Raben art“ im Main-Kinzig-Forum;ücksrabe „Hans Huckebein“ findet s;"grund hinweisen“, verdeutlichte Bugdahl.
Der von Wilhelm Busch beschriebene Unglücksrabe „Hans Huckebein“ findet sich ebenfalls unter den Gemälden von Angela Bugdahl. - Foto: MKK -
Der Rabe als ";meta
